id,purchase_date,purchase_device,spent,gender,country,join_device,join_date,group
1008885,26/01/2023,A,152.41,F,CAN,A,25/01/2023,B
1015896,27/01/2023,A,152.4,M,USA,A,27/01/2023,B
1011474,03/02/2023,A,152.09,F,USA,A,29/01/2023,A
1042936,25/01/2023,I,151.75,F,USA,I,25/01/2023,A
1043407,25/01/2023,I,151.43,M,Missing,I,25/01/2023,B
1041210,03/02/2023,I,151.3,F,ESP,I,03/02/2023,A
1028578,28/01/2023,A,150.73,F,Missing,A,28/01/2023,A
1014011,05/02/2023,I,150.72,M,DEU,I,04/02/2023,B
1010867,27/01/2023,A,150.38,F,CAN,A,27/01/2023,A
1025404,25/01/2023,I,149.98,M,FRA,I,25/01/2023,A
1030777,27/01/2023,I,149.96,Missing,MEX,I,27/01/2023,A
1006799,27/01/2023,I,149.82,M,FRA,I,27/01/2023,A
1025470,05/02/2023,I,149.69,F,TUR,I,05/02/2023,A
1012567,05/02/2023,A,148.6,M,BRA,A,05/02/2023,A
1030319,25/01/2023,I,148,F,TUR,I,25/01/2023,B
1005084,28/01/2023,I,147.63,M,USA,I,28/01/2023,A
1044255,31/01/2023,I,147.24,F,TUR,I,29/01/2023,A
1012594,01/02/2023,I,147.18,Missing,USA,I,01/02/2023,A
1008409,03/02/2023,A,147.05,F,FRA,A,01/02/2023,A
1043919,30/01/2023,A,146.86,O,MEX,A,30/01/2023,A
1045058,25/01/2023,I,146.78,F,USA,I,25/01/2023,B
1020325,06/02/2023,I,145.9440954,M,USA,I,05/02/2023,A
1028308,27/01/2023,I,145.69,M,MEX,I,27/01/2023,A
1004782,26/01/2023,A,145.6,M,USA,A,26/01/2023,A
1013110,25/01/2023,I,145.11,Missing,USA,I,25/01/2023,B
1019756,26/01/2023,I,144.98,M,USA,I,26/01/2023,B
1004843,27/01/2023,A,144.72,Missing,BRA,A,25/01/2023,B
1025152,30/01/2023,A,144.53,Missing,TUR,A,28/01/2023,A
1047709,27/01/2023,A,144.48,Missing,CAN,A,27/01/2023,A
1011950,31/01/2023,A,144.11,M,USA,A,31/01/2023,A
1010396,26/01/2023,A,143.86,F,CAN,A,26/01/2023,A
1012366,06/02/2023,I,143.61,Missing,TUR,I,06/02/2023,A
1037062,29/01/2023,I,142.72,M,DEU,I,29/01/2023,A
1015705,27/01/2023,A,142.7,M,BRA,A,25/01/2023,B
1015992,05/02/2023,A,142.69,F,USA,A,04/02/2023,A
1049473,29/01/2023,A,142.59,M,USA,A,29/01/2023,B
1015342,27/01/2023,I,142.35,M,GBR,I,27/01/2023,B
1018970,06/02/2023,I,142.11,M,USA,I,06/02/2023,A
1025024,27/01/2023,I,141.86,F,TUR,I,27/01/2023,A
1008723,26/01/2023,I,141.28,M,FRA,I,26/01/2023,B
1022206,25/01/2023,I,141.18,M,BRA,I,25/01/2023,A
1004990,01/02/2023,Missing,141,M,TUR,Missing,01/02/2023,B
1049009,01/02/2023,I,140.57,M,BRA,I,31/01/2023,A
1014895,06/02/2023,I,140.24,M,USA,I,06/02/2023,A
1003127,05/02/2023,I,139.73,M,MEX,I,05/02/2023,B
1014515,31/01/2023,I,139.73,M,USA,I,27/01/2023,B
1044992,27/01/2023,I,139.33,F,Missing,I,26/01/2023,B
1035407,25/01/2023,I,139.24,M,GBR,I,25/01/2023,B
1018350,29/01/2023,I,139.02,M,GBR,I,28/01/2023,A
1014367,31/01/2023,A,138.92,M,FRA,A,31/01/2023,B
1036452,28/01/2023,I,138.89,M,DEU,I,28/01/2023,A
1022602,25/01/2023,I,138.7,M,USA,I,25/01/2023,A
1040145,31/01/2023,I,138.39,O,CAN,I,31/01/2023,B
1001962,27/01/2023,A,138.38,F,MEX,A,27/01/2023,B
1029147,28/01/2023,A,138.27,Missing,MEX,A,28/01/2023,B
1019808,27/01/2023,A,137.73,F,MEX,A,27/01/2023,B
1022336,01/02/2023,I,137.64,Missing,DEU,I,01/02/2023,B
1025708,31/01/2023,A,137.41,Missing,MEX,A,31/01/2023,A
1026684,31/01/2023,I,137.1,Missing,USA,I,31/01/2023,A
1026343,26/01/2023,I,136.8,M,AUS,I,26/01/2023,B
1007616,25/01/2023,A,136.76,F,AUS,A,25/01/2023,A
1046409,26/01/2023,A,136.63,M,USA,A,26/01/2023,A
1036075,01/02/2023,I,136.4,M,BRA,I,01/02/2023,A
1011467,05/02/2023,I,136.01,F,FRA,I,05/02/2023,A
1041137,26/01/2023,A,135.91,Missing,USA,A,26/01/2023,A
1033728,26/01/2023,A,135.82,M,USA,A,26/01/2023,A
1027512,29/01/2023,A,135.66,F,USA,A,29/01/2023,B
1008392,26/01/2023,A,135.5,F,USA,A,26/01/2023,B
1003061,26/01/2023,I,135.31,F,USA,I,26/01/2023,B
1020275,27/01/2023,I,134.49,F,TUR,I,25/01/2023,B
1010347,27/01/2023,A,134.42,F,USA,A,27/01/2023,A
1043711,31/01/2023,A,134.19,F,USA,A,27/01/2023,B
1033161,30/01/2023,A,134.09,F,USA,A,27/01/2023,A
1037296,27/01/2023,I,133.28,M,BRA,I,27/01/2023,A
1020890,25/01/2023,A,133.03,M,USA,A,25/01/2023,B
1048842,28/01/2023,I,132.19,F,MEX,I,28/01/2023,A
1036182,26/01/2023,A,132,F,TUR,A,26/01/2023,A
1019805,27/01/2023,I,131.69,M,GBR,I,27/01/2023,B
1048515,29/01/2023,I,131.65,M,BRA,I,27/01/2023,B
1021595,03/02/2023,I,131.61,F,USA,I,03/02/2023,A
1014150,06/02/2023,I,131.33,F,BRA,I,06/02/2023,B
1012693,26/01/2023,I,130.81,F,MEX,I,25/01/2023,A
1023067,26/01/2023,I,130.77,F,USA,I,26/01/2023,A
1027184,28/01/2023,I,130.19,F,CAN,I,27/01/2023,A
1020176,31/01/2023,I,130.18,O,FRA,I,31/01/2023,B
1036549,26/01/2023,A,130.07,F,USA,A,26/01/2023,B
1026374,26/01/2023,I,129.68,F,BRA,I,26/01/2023,A
1045538,25/01/2023,I,129.67,F,AUS,I,25/01/2023,A
1017715,06/02/2023,A,129.62,M,CAN,A,06/02/2023,B
1020643,27/01/2023,A,128.92,F,TUR,A,27/01/2023,A
1004772,25/01/2023,A,128.91,M,CAN,A,25/01/2023,B
1022824,25/01/2023,I,128.88,F,BRA,I,25/01/2023,A
1019868,25/01/2023,I,128.74,F,USA,I,25/01/2023,A
1023987,29/01/2023,I,128.66,F,USA,I,29/01/2023,B
1032141,02/02/2023,I,128.52,M,USA,I,28/01/2023,A
1020801,27/01/2023,A,128.37,F,MEX,A,27/01/2023,A
1032466,25/01/2023,I,128.1,F,BRA,I,25/01/2023,A
1039062,27/01/2023,I,127.82,M,GBR,I,27/01/2023,A
1042396,29/01/2023,I,127.74,Missing,GBR,I,29/01/2023,B
1042741,05/02/2023,A,127.55,Missing,USA,A,05/02/2023,B
1028764,26/01/2023,I,126.94,Missing,USA,I,26/01/2023,B
1001811,25/01/2023,A,126.86,O,FRA,A,25/01/2023,A
1035194,05/02/2023,A,126.86,F,USA,A,05/02/2023,A
1036125,28/01/2023,I,126.81,F,BRA,I,28/01/2023,A
1017694,25/01/2023,A,126.78,F,USA,A,25/01/2023,B
1001501,06/02/2023,A,126.67,F,BRA,A,03/02/2023,B
1022237,04/02/2023,I,126.66,Missing,GBR,I,04/02/2023,B
1028313,26/01/2023,A,126.6,F,FRA,A,26/01/2023,A
1033981,26/01/2023,A,126.51,F,GBR,A,26/01/2023,B
1030836,25/01/2023,A,126.3,F,USA,A,25/01/2023,A
1002316,28/01/2023,I,126.25,M,USA,I,28/01/2023,A
1037494,28/01/2023,A,125.92,F,ESP,A,27/01/2023,A
1009254,29/01/2023,I,125.9,F,USA,I,29/01/2023,B
1002550,25/01/2023,I,125.83,M,BRA,I,25/01/2023,B
1028295,31/01/2023,I,125.66,M,MEX,I,31/01/2023,A
1041865,27/01/2023,I,125.46,Missing,USA,I,27/01/2023,B
1047635,30/01/2023,A,125.3,F,DEU,A,30/01/2023,B
1045618,26/01/2023,I,124.86,F,ESP,I,26/01/2023,A
1019970,31/01/2023,I,124.22,Missing,BRA,I,26/01/2023,A
1022989,03/02/2023,A,124.12,Missing,FRA,A,01/02/2023,A
1014804,25/01/2023,I,123.82,M,MEX,I,25/01/2023,B
1027505,02/02/2023,A,123.72,Missing,USA,A,02/02/2023,A
1008920,29/01/2023,A,123.7,Missing,DEU,A,26/01/2023,B
1041617,06/02/2023,I,123.55,O,AUS,I,06/02/2023,B
1009337,31/01/2023,I,123.5,M,MEX,I,31/01/2023,B
1031254,01/02/2023,I,123.25,M,BRA,I,01/02/2023,A
1027244,25/01/2023,I,123.11,F,USA,I,25/01/2023,A
1027350,29/01/2023,I,122.87,M,Missing,I,29/01/2023,B
1031596,01/02/2023,I,122.85,Missing,TUR,I,01/02/2023,A
1049729,25/01/2023,A,122.73,F,USA,A,25/01/2023,B
1029326,26/01/2023,A,122.58,Missing,USA,A,26/01/2023,B
1001827,31/01/2023,I,122.48,F,USA,I,31/01/2023,B
1000937,27/01/2023,Missing,122.28,F,GBR,Missing,27/01/2023,B
1024139,30/01/2023,A,121.86,F,BRA,A,28/01/2023,A
1027166,27/01/2023,I,121.84,F,MEX,I,27/01/2023,A
1021715,03/02/2023,A,121.63,F,USA,A,03/02/2023,A
1034831,25/01/2023,A,121.52,F,USA,A,25/01/2023,B
1018575,26/01/2023,I,121.37,Missing,ESP,I,26/01/2023,B
1029235,02/02/2023,A,121.26,F,CAN,A,02/02/2023,B
1010783,31/01/2023,I,121.18,F,MEX,I,31/01/2023,A
1019209,25/01/2023,I,121.11,F,GBR,I,25/01/2023,B
1008105,28/01/2023,I,121.02,M,BRA,I,28/01/2023,A
1036611,26/01/2023,A,120.98,F,MEX,A,26/01/2023,A
1046450,30/01/2023,I,120.68,F,MEX,I,28/01/2023,B
1015971,06/02/2023,A,120.2,F,USA,A,06/02/2023,A
1002988,30/01/2023,I,120.05,F,USA,I,30/01/2023,A
1005045,06/02/2023,A,119.72,F,FRA,A,06/02/2023,B
1049097,26/01/2023,A,119.64,M,USA,A,26/01/2023,A
1010894,04/02/2023,I,119.33,M,DEU,I,04/02/2023,A
1022263,27/01/2023,I,119.33,Missing,FRA,I,25/01/2023,A
1010452,25/01/2023,A,119.04,Missing,USA,A,25/01/2023,B
1048273,26/01/2023,A,118.99,F,FRA,A,26/01/2023,A
1006239,25/01/2023,A,118.93,F,BRA,A,25/01/2023,A
1020004,06/02/2023,I,118.66,Missing,USA,I,06/02/2023,A
1023121,28/01/2023,I,118.18,Missing,ESP,I,28/01/2023,A
1000579,04/02/2023,A,117.79,M,BRA,A,04/02/2023,B
1018321,01/02/2023,I,117.39,M,USA,I,01/02/2023,A
1024063,28/01/2023,A,117.23,F,TUR,A,25/01/2023,A
1006366,28/01/2023,I,116.95,F,MEX,I,28/01/2023,B
1010625,25/01/2023,A,116.4,F,USA,A,25/01/2023,B
1027543,30/01/2023,A,116.4,F,DEU,A,25/01/2023,B
1047029,31/01/2023,A,116.36,Missing,USA,A,31/01/2023,B
1000269,25/01/2023,A,116.29,M,USA,A,25/01/2023,A
1022082,27/01/2023,A,116.28,F,BRA,A,27/01/2023,A
1004897,29/01/2023,I,116.22,F,BRA,I,29/01/2023,B
1030815,25/01/2023,I,116.19,F,MEX,I,25/01/2023,B
1024055,05/02/2023,I,116.08,M,USA,I,01/02/2023,A
1035202,31/01/2023,A,116.01,Missing,BRA,A,31/01/2023,A
1001946,26/01/2023,I,115.92,M,USA,I,26/01/2023,A
1034464,28/01/2023,I,115.61,Missing,USA,I,25/01/2023,B
1048757,30/01/2023,I,115.44,M,TUR,I,30/01/2023,A
1027669,03/02/2023,A,115.4,O,ESP,A,29/01/2023,A
1047570,25/01/2023,I,115.09,Missing,TUR,I,25/01/2023,B
1045759,26/01/2023,A,115.07,M,MEX,A,26/01/2023,B
1025024,29/01/2023,I,114.8043035,F,TUR,I,27/01/2023,A
1044072,28/01/2023,I,114.8,F,USA,I,25/01/2023,B
1000930,27/01/2023,A,114.56,F,DEU,A,27/01/2023,A
1045330,26/01/2023,I,114.48,M,MEX,I,26/01/2023,B
1030017,02/02/2023,A,114.33,Missing,USA,A,02/02/2023,A
1005593,25/01/2023,I,114.15,F,GBR,I,25/01/2023,B
1016632,02/02/2023,A,114.09,Missing,USA,A,02/02/2023,A
1013108,26/01/2023,I,113.85,M,CAN,I,26/01/2023,A
1015130,27/01/2023,A,113.67,M,USA,A,27/01/2023,A
1015035,25/01/2023,A,113.51,Missing,MEX,A,25/01/2023,B
1047029,01/02/2023,A,113.4493018,Missing,USA,A,31/01/2023,B
1019002,01/02/2023,A,113.33,F,BRA,A,01/02/2023,A
1013141,01/02/2023,A,112.67,M,USA,A,28/01/2023,A
1015640,04/02/2023,A,112.49,F,DEU,A,04/02/2023,B
1008910,28/01/2023,A,112.14,Missing,USA,A,28/01/2023,A
1020099,25/01/2023,I,112.01,M,USA,I,25/01/2023,B
1044813,27/01/2023,A,111.98,F,USA,A,25/01/2023,A
1021607,28/01/2023,I,111.95,M,GBR,I,27/01/2023,A
1027106,02/02/2023,I,111.82,F,GBR,I,02/02/2023,A
1002751,26/01/2023,I,111.81,F,BRA,I,26/01/2023,B
1034638,28/01/2023,A,111.76,M,USA,A,28/01/2023,A
1007782,30/01/2023,I,111.73,M,USA,I,25/01/2023,A
1039816,25/01/2023,I,111.66,M,DEU,I,25/01/2023,A
1026141,28/01/2023,I,111.63,F,USA,I,28/01/2023,B
1009906,29/01/2023,I,111.6,M,USA,I,29/01/2023,A
1031823,28/01/2023,I,111.57,F,MEX,I,28/01/2023,B
1016532,26/01/2023,A,111.43,F,USA,A,26/01/2023,B
1023027,30/01/2023,I,111.38,F,USA,I,30/01/2023,A
1035069,31/01/2023,A,111.25,F,MEX,A,28/01/2023,A
1022237,05/02/2023,I,111.0679697,Missing,GBR,I,04/02/2023,B
1017184,31/01/2023,I,111.05,F,USA,I,28/01/2023,A
1001833,29/01/2023,A,111.02,F,BRA,A,29/01/2023,B
1041435,02/02/2023,I,110.96,F,GBR,I,02/02/2023,A
1044839,02/02/2023,I,110.7,F,USA,I,02/02/2023,B
1031157,29/01/2023,A,110.67,F,USA,A,29/01/2023,A
1019212,27/01/2023,I,110.35,F,DEU,I,27/01/2023,A
1037296,31/01/2023,I,110.2828091,M,BRA,I,27/01/2023,A
1008410,29/01/2023,I,110.19,F,MEX,I,29/01/2023,B
1013944,27/01/2023,A,110.15,F,USA,A,27/01/2023,B
1013360,30/01/2023,I,110.08,M,USA,I,30/01/2023,B
1044238,29/01/2023,I,109.89,F,BRA,I,29/01/2023,A
1023930,25/01/2023,I,109.78,Missing,FRA,I,25/01/2023,B
1031053,27/01/2023,I,109.69,M,FRA,I,27/01/2023,A
1048857,25/01/2023,A,109.67,O,USA,A,25/01/2023,A
1038905,26/01/2023,A,109.62,F,FRA,A,26/01/2023,A
1046264,01/02/2023,A,109.6,F,CAN,A,01/02/2023,B
1036803,26/01/2023,A,109.58,M,USA,A,26/01/2023,B
1031239,25/01/2023,A,109.53,Missing,FRA,A,25/01/2023,B
1028834,28/01/2023,I,109.28,F,USA,I,25/01/2023,A
1042287,26/01/2023,I,109.23,F,DEU,I,26/01/2023,A
1031218,27/01/2023,A,109.2,F,TUR,A,27/01/2023,A
1002535,02/02/2023,A,109.17,M,MEX,A,02/02/2023,A
1027361,02/02/2023,I,109.09,M,USA,I,02/02/2023,A
1022510,25/01/2023,A,109.02,Missing,TUR,A,25/01/2023,A
1026021,28/01/2023,I,108.95,M,GBR,I,28/01/2023,B
1015397,30/01/2023,I,108.94,Missing,ESP,I,30/01/2023,B
1028295,01/02/2023,I,108.749118,M,MEX,I,31/01/2023,A
1026601,31/01/2023,A,108.21,M,Missing,A,27/01/2023,B
1017400,25/01/2023,A,107.98,F,USA,A,25/01/2023,B
1014608,25/01/2023,A,107.89,F,USA,A,25/01/2023,B
1001728,26/01/2023,I,107.63,M,MEX,I,26/01/2023,B
1034864,28/01/2023,I,107.53,Missing,MEX,I,28/01/2023,A
1037457,28/01/2023,A,107.42,F,USA,A,28/01/2023,A
1038379,05/02/2023,A,107.36,M,USA,A,05/02/2023,B
1010394,31/01/2023,A,107.22,F,MEX,A,31/01/2023,B
1025321,27/01/2023,A,107.21,M,BRA,A,25/01/2023,B
1005563,28/01/2023,I,106.92,F,USA,I,28/01/2023,A
1037385,28/01/2023,A,106.92,F,TUR,A,28/01/2023,A
1011035,30/01/2023,A,106.67,Missing,USA,A,29/01/2023,A
1001477,25/01/2023,I,106.65,M,USA,I,25/01/2023,B
1020019,26/01/2023,A,106.58,F,USA,A,26/01/2023,A
1034029,31/01/2023,I,106.53,Missing,MEX,I,30/01/2023,A
1009074,30/01/2023,A,106.38,F,BRA,A,30/01/2023,A
1032588,25/01/2023,A,106.32,Missing,USA,A,25/01/2023,B
1025044,26/01/2023,I,106.3,F,MEX,I,26/01/2023,B
1026380,27/01/2023,I,106.14,F,DEU,I,27/01/2023,A
1045583,25/01/2023,I,105.74,M,USA,I,25/01/2023,A
1004313,25/01/2023,I,105.71,Missing,USA,I,25/01/2023,A
1031763,25/01/2023,A,105.7,Missing,MEX,A,25/01/2023,A
1028154,03/02/2023,I,105.69,F,USA,I,29/01/2023,B
1024005,26/01/2023,A,105.64,F,USA,A,26/01/2023,A
1039543,25/01/2023,A,105.55,M,CAN,A,25/01/2023,B
1003347,31/01/2023,I,105.51,O,USA,I,31/01/2023,B
1014480,02/02/2023,I,105.5,F,TUR,I,02/02/2023,A
1023700,31/01/2023,I,105.3,F,ESP,I,31/01/2023,B
1001934,26/01/2023,A,105.29,M,USA,A,26/01/2023,A
1023449,26/01/2023,A,105.21,F,USA,A,26/01/2023,A
